date,type,tree0,tree1,tree2,tree3
1982,all,"
GTreeNodeBase [Childs=0] - [[2.38, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[4.99, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[2.38, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[2.38, 'Loop']]
"
1982,B,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.48, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.48, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.48, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.48, 'CommonNeighbors']]
"
1982,C,"
GTreeNodeBase [Childs=0] - [[2.24, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[9.97, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [log]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=2] - [inv]
          GTreeNodeBase [Childs=2] - [inv]
            GTreeNodeBase [Childs=0] - [[5.68, 'NumberOfEdges']]
  GTreeNodeBase [Childs=0] - [[2.25, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[9.97, 'Loop']]
"
1982,L,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[5.52, 'TargClustering']]
  GTreeNodeBase [Childs=0] - [[5.52, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[5.52, 'TargClustering']]
  GTreeNodeBase [Childs=0] - [[5.52, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[7.78, 'OrigId']]
  GTreeNodeBase [Childs=0] - [[5.52, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[2.82, 'OrigClustering']]
    GTreeNodeBase [Childs=0] - [[8.67, 'OrigPagerank']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[7.66, 'SameCommunity']]
    GTreeNodeBase [Childs=0] - [[5.52, 'TargClustering']]
"
1982,T,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[0.85, 'TargPagerank']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[9.74, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[0.61, 'TargClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[5.15, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[0.61, 'TargClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[9.74, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[5.0, 'TargClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[0.61, 'TargClustering']]
      GTreeNodeBase [Childs=0] - [[0.61, 'TargClustering']]
    GTreeNodeBase [Childs=0] - [[0.85, 'TargPagerank']]
  GTreeNodeBase [Childs=0] - [[2.21, 'CommonNeighbors']]
"
1982,TL,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[1.57, 'TargCloseness']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=0] - [[5.81, 'Distance']]
      GTreeNodeBase [Childs=2] - [opp]
        GTreeNodeBase [Childs=0] - [[3.71, 'TargPagerank']]
  GTreeNodeBase [Childs=0] - [[9.98, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=2] - [H]
      GTreeNodeBase [Childs=0] - [[1.93, 'NormalizedTargId']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=2] - [abs]
          GTreeNodeBase [Childs=0] - [[8.44, 'CommonNeighbors']]
      GTreeNodeBase [Childs=2] - [opp]
        GTreeNodeBase [Childs=0] - [[3.71, 'TargPagerank']]
  GTreeNodeBase [Childs=0] - [[6.3, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[1.57, 'TargCloseness']]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[2.19, 'Loop']]
        GTreeNodeBase [Childs=2] - [H]
          GTreeNodeBase [Childs=0] - [[1.87, 'NormalizedTargDegree']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=0] - [[5.76, 'TargEccentricity']]
          GTreeNodeBase [Childs=0] - [[1.84, 'OrigPagerank']]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=2] - [exp]
          GTreeNodeBase [Childs=0] - [[5.17, 'NormalizedTargId']]
        GTreeNodeBase [Childs=0] - [[3.35, 'OrigId']]
  GTreeNodeBase [Childs=0] - [[8.44, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [opp]
      GTreeNodeBase [Childs=0] - [[1.57, 'TargCloseness']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[8.44, 'CommonNeighbors']]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=0] - [[3.39, 'OrigCloseness']]
        GTreeNodeBase [Childs=0] - [[2.89, 'TargEccentricity']]
  GTreeNodeBase [Childs=0] - [[8.44, 'CommonNeighbors']]
"
1983,all,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=0] - [[3.64, 'TargCloseness']]
        GTreeNodeBase [Childs=0] - [[11.95, 'Loop']]
      GTreeNodeBase [Childs=0] - [[3.87, 'TargId']]
    GTreeNodeBase [Childs=0] - [[7.25, 'Loop']]
  GTreeNodeBase [Childs=0] - [[10.99, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[11.72, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[11.72, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[11.72, 'Loop']]
"
1983,B,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[0.07, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[1.69, 'TargClustering']]
    GTreeNodeBase [Childs=0] - [[0.35, 'OrigDegree']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[6.65, 'NormalizedTargId']]
      GTreeNodeBase [Childs=0] - [[2.09, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=0] - [[0.35, 'OrigDegree']]
        GTreeNodeBase [Childs=0] - [[0.35, 'OrigDegree']]
      GTreeNodeBase [Childs=0] - [[6.1, 'OrigClustering']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[0.35, 'OrigDegree']]
      GTreeNodeBase [Childs=0] - [[0.35, 'OrigDegree']]
    GTreeNodeBase [Childs=0] - [[6.1, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[8.91, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[8.91, 'OrigId']]
"
1983,C,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.27, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=0] - [[8.73, 'Random']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [max]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[9.41, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[9.34, 'Distance']]
  GTreeNodeBase [Childs=0] - [[5.91, 'Loop']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.27, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=0] - [[1.43, 'Random']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.27, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=0] - [[8.73, 'Random']]
"
1983,L,"
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[3.18, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[3.18, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[3.18, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[4.69, 'RevDistance']]
"
1983,T,"
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=0] - [[2.47, 'RevDistance']]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=2] - [H]
          GTreeNodeBase [Childs=0] - [[1.32, 'Random']]
        GTreeNodeBase [Childs=0] - [[9.72, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[3.19, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=0] - [[8.03, 'TargPagerank']]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=2] - [+]
        GTreeNodeBase [Childs=2] - [inv]
          GTreeNodeBase [Childs=0] - [[8.03, 'TargPagerank']]
        GTreeNodeBase [Childs=0] - [[2.78, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[4.61, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[4.61, 'CommonNeighbors']]
"
1983,TL,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[1.88, 'NormalizedOrigId']]
    GTreeNodeBase [Childs=0] - [[3.13, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[1.88, 'NormalizedOrigId']]
    GTreeNodeBase [Childs=0] - [[3.13, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[1.88, 'NormalizedOrigId']]
    GTreeNodeBase [Childs=0] - [[2.59, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[1.88, 'NormalizedOrigId']]
    GTreeNodeBase [Childs=0] - [[3.13, 'CommonNeighbors']]
"
1984,all,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[4.75, 'OrigId']]
    GTreeNodeBase [Childs=0] - [[6.9, 'TargId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[7.2, 'NormalizedOrigId']]
      GTreeNodeBase [Childs=0] - [[9.75, 'NormalizedOrigDegree']]
    GTreeNodeBase [Childs=0] - [[1.13, 'TargId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[1.11, 'OrigId']]
    GTreeNodeBase [Childs=0] - [[6.9, 'TargId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[1.13, 'NormalizedOrigId']]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=0] - [[2.0, 'CommonNeighbors']]
        GTreeNodeBase [Childs=0] - [[4.25, 'Loop']]
    GTreeNodeBase [Childs=0] - [[6.9, 'TargId']]
"
1984,B,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[1.03, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[1.03, 'NormalizedOrigId']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[1.03, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[7.64, 'NormalizedOrigId']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[1.03, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[5.24, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[5.32, 'TargClustering']]
      GTreeNodeBase [Childs=0] - [[3.66, 'TargDegree']]
    GTreeNodeBase [Childs=0] - [[0.18, 'CommonNeighbors']]
"
1984,C,"
GTreeNodeBase [Childs=0] - [[2.25, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[2.25, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[2.25, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[2.25, 'Loop']]
"
1984,L,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[3.68, 'TargClustering']]
    GTreeNodeBase [Childs=0] - [[1.66, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [H]
      GTreeNodeBase [Childs=0] - [[0.12, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [=]
          GTreeNodeBase [Childs=0] - [[3.02, 'NormalizedDistance']]
          GTreeNodeBase [Childs=0] - [[2.33, 'RevDistance']]
        GTreeNodeBase [Childs=2] - [min]
          GTreeNodeBase [Childs=0] - [[2.58, 'TargEccentricity']]
          GTreeNodeBase [Childs=0] - [[4.1, 'NormalizedDistance']]
      GTreeNodeBase [Childs=0] - [[6.92, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[3.68, 'Random']]
    GTreeNodeBase [Childs=0] - [[1.66, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[2.67, 'Random']]
    GTreeNodeBase [Childs=0] - [[5.83, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [N]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=2] - [-]
            GTreeNodeBase [Childs=0] - [[10.43, 'TargDegree']]
            GTreeNodeBase [Childs=0] - [[8.8, 'Loop']]
          GTreeNodeBase [Childs=0] - [[8.15, 'TargId']]
      GTreeNodeBase [Childs=0] - [[10.05, 'NormalizedDistance']]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[0.2, 'Loop']]
      GTreeNodeBase [Childs=2] - [opp]
        GTreeNodeBase [Childs=0] - [[6.87, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [N]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[9.1, 'CommonNeighbors']]
        GTreeNodeBase [Childs=0] - [[10.05, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[2.17, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [H]
    GTreeNodeBase [Childs=0] - [[10.05, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[1.66, 'CommonNeighbors']]
"
1984,T,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[9.44, 'TargClustering']]
    GTreeNodeBase [Childs=0] - [[1.89, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[5.92, 'TargClustering']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[9.44, 'TargClustering']]
    GTreeNodeBase [Childs=0] - [[1.89, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[7.35, 'Loop']]
      GTreeNodeBase [Childs=0] - [[1.89, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[5.92, 'TargClustering']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=0] - [[4.29, 'TargClustering']]
  GTreeNodeBase [Childs=0] - [[1.89, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=0] - [[9.43, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[5.44, 'TargClustering']]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=0] - [[7.35, 'Loop']]
      GTreeNodeBase [Childs=0] - [[7.98, 'OrigClustering']]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.57, 'NormalizedTargId']]
"
1984,TL,"
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[0.93, 'NormalizedRevDistance']]
    GTreeNodeBase [Childs=0] - [[2.43, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[0.93, 'NormalizedRevDistance']]
    GTreeNodeBase [Childs=0] - [[2.43, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[0.93, 'NormalizedRevDistance']]
    GTreeNodeBase [Childs=0] - [[2.43, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[0.93, 'NormalizedRevDistance']]
    GTreeNodeBase [Childs=0] - [[2.43, 'CommonNeighbors']]
"
1985,all,"
GTreeNodeBase [Childs=0] - [[10.5, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[10.5, 'Loop']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=0] - [[10.5, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[10.5, 'Loop']]
"
1985,B,"
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=0] - [[6.58, 'TargId']]
  GTreeNodeBase [Childs=0] - [[0.79, 'NormalizedDistance']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [H]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=2] - [>]
          GTreeNodeBase [Childs=0] - [[4.11, 'Random']]
          GTreeNodeBase [Childs=0] - [[4.83, 'CommonNeighbors']]
        GTreeNodeBase [Childs=2] - [>]
          GTreeNodeBase [Childs=0] - [[3.31, 'Random']]
          GTreeNodeBase [Childs=0] - [[4.83, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[6.58, 'TargId']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [H]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=0] - [[2.86, 'RevDistance']]
  GTreeNodeBase [Childs=0] - [[1.49, 'TargId']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [H]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=0] - [[3.6, 'Distance']]
  GTreeNodeBase [Childs=0] - [[6.58, 'TargId']]
"
1985,C,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[3.0, 'TargId']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[3.82, 'NormalizedTargId']]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=0] - [[5.46, 'Loop']]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=0] - [[4.96, 'TargClustering']]
        GTreeNodeBase [Childs=0] - [[0.41, 'Loop']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[5.46, 'Loop']]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=0] - [[5.46, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=2] - [H]
        GTreeNodeBase [Childs=2] - [exp]
          GTreeNodeBase [Childs=0] - [[3.16, 'NormalizedRevDistance']]
      GTreeNodeBase [Childs=0] - [[0.41, 'Loop']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[5.46, 'Loop']]
  GTreeNodeBase [Childs=0] - [[0.41, 'NormalizedTargId']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[5.46, 'Loop']]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=0] - [[5.46, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=0] - [[5.29, 'Loop']]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=0] - [[2.42, 'TargCoreN']]
        GTreeNodeBase [Childs=0] - [[2.76, 'TargEccentricity']]
"
1985,L,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.55, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.73, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.55, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.55, 'CommonNeighbors']]
"
1985,T,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.49, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.49, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.49, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.49, 'CommonNeighbors']]
"
1985,TL,"
GTreeNodeBase [Childs=0] - [[5.29, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[6.03, 'Loop']]
  GTreeNodeBase [Childs=0] - [[6.52, 'TargId']]
","
GTreeNodeBase [Childs=0] - [[3.93, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[6.04, 'CommonNeighbors']]
"
1986,all,"
GTreeNodeBase [Childs=0] - [[1.99, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[1.99, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[1.99, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[1.99, 'Loop']]
"
1986,B,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[2.37, 'TargId']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[2.37, 'TargId']]
    GTreeNodeBase [Childs=0] - [[5.42, 'TargPagerank']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[0.07, 'Loop']]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[1.91, 'Constant']]
      GTreeNodeBase [Childs=0] - [[10.64, 'TargDegree']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[2.37, 'TargId']]
    GTreeNodeBase [Childs=0] - [[14.9, 'TargId']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[0.07, 'Loop']]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=0] - [[2.78, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[2.37, 'TargId']]
"
1986,C,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[5.68, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[5.68, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[5.68, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[5.68, 'CommonNeighbors']]
"
